Employee_ID,Age,Gender,Job_Role,Monthly_Income,Job_Satisfaction,Work_Life_Balance,Distance_From_Home_KM,Num_Projects,Avg_Monthly_Hours,Years_at_Company,Years_Since_Last_Promotion,Training_Times_Last_Year,Education_Level,Attrition_Risk_Level,Age_Group,Income_Band,Over_worked_Flag,Promotion_Gap
EMP-11159,39,Male,Manager,10291,1,1,7.5,4,191.8,10,5,5,2,2,36-45,High,No,Yes
EMP-11160,35,Male,"Software Engineer",7525,3,3,4.8,2,218.9,13,9,3,2,2,26-35,Medium,Yes,Yes
EMP-11163,37,Female,"Sales Executive",9532,2,2,8.1,6,190.3,11,8,3,3,2,36-45,High,No,Yes
EMP-11166,39,Male,Analyst,8197,1,4,17.3,4,154.8,15,7,0,2,2,36-45,Medium,No,Yes
EMP-11168,43,Female,"HR Specialist",8913,1,2,3.5,4,168.8,23,21,0,2,2,36-45,Medium,No,Yes
EMP-11172,37,Female,Manager,9348,1,2,7.1,6,164.6,8,8,3,4,2,36-45,High,No,Yes
EMP-11177,50,Female,"HR Specialist",9599,3,3,2.7,2,236.5,25,14,4,3,2,45+,High,Yes,Yes
EMP-11189,41,Male,Manager,10711,4,2,6.4,3,171.8,17,10,0,4,2,36-45,High,No,Yes
EMP-11201,46,Female,"Software Engineer",9389,2,4,4.1,8,157.4,26,25,5,4,2,45+,High,No,Yes
EMP-11208,44,Male,"HR Specialist",11123,1,1,15,8,168.7,12,10,1,4,2,36-45,High,No,Yes
EMP-11210,45,Female,"Software Engineer",11705,3,2,28.7,6,161.5,25,18,6,3,2,36-45,High,No,Yes
EMP-11214,28,Female,Manager,6195,2,2,5.2,2,133.2,7,7,2,3,2,26-35,Medium,No,Yes
EMP-11217,34,Male,"Data Scientist",7861,3,2,1,7,121.5,11,11,5,3,2,26-35,Medium,No,Yes
EMP-11224,41,Male,Analyst,11658,1,3,14.3,4,172.9,19,14,5,3,2,36-45,High,No,Yes
EMP-11225,41,Female,Manager,7766,3,4,3.9,3,168.8,17,13,2,4,2,36-45,Medium,No,Yes
EMP-11229,33,Male,Manager,6549,3,2,1.5,8,196.3,8,8,0,2,2,26-35,Medium,No,Yes
EMP-11238,44,Male,Analyst,9607,3,2,13.9,7,151.6,16,14,3,3,2,36-45,High,No,Yes
EMP-11239,42,Male,"Software Engineer",10066,2,3,1,6,161.8,22,22,1,5,2,36-45,High,No,Yes
EMP-11244,33,Male,"Software Engineer",8010,1,2,10.5,8,171.7,7,7,6,4,2,26-35,Medium,No,Yes
EMP-11245,39,Female,"HR Specialist",6761,3,4,1.9,6,177.9,11,11,6,4,2,36-45,Medium,No,Yes
EMP-11251,40,Female,"Data Scientist",11708,2,3,17.9,7,158.2,11,8,4,3,2,36-45,High,No,Yes
EMP-11256,42,Female,Analyst,6985,4,3,11.1,3,183.8,12,12,3,4,2,36-45,Medium,No,Yes
EMP-11263,38,Male,"Data Scientist",8647,4,2,6.4,7,189.2,14,12,6,1,2,36-45,Medium,No,Yes
EMP-11272,35,Female,Analyst,8910,2,3,7,5,190.2,13,7,2,3,2,26-35,Medium,No,Yes
EMP-11276,33,Female,"Data Scientist",5353,4,3,8.5,5,220.3,13,9,3,4,2,26-35,Medium,Yes,Yes
EMP-11284,39,Male,"Software Engineer",6538,2,3,6.8,8,136.4,10,9,1,3,2,36-45,Medium,No,Yes
EMP-11290,39,Male,Manager,10338,3,2,26.7,3,150.8,17,11,0,5,2,36-45,High,No,Yes
EMP-11293,44,Female,"Software Engineer",7558,1,2,15,3,147.4,6,6,3,3,2,36-45,Medium,No,Yes
EMP-11294,36,Female,Manager,9035,3,2,4.8,4,170.8,13,12,1,2,2,36-45,High,No,Yes
EMP-11295,41,Female,"Sales Executive",6205,4,2,20.6,4,181.1,19,13,0,3,2,36-45,Medium,No,Yes
EMP-11298,35,Male,"Sales Executive",6884,3,3,19.8,8,206.7,11,9,3,2,2,26-35,Medium,Yes,Yes
EMP-11313,50,Male,"HR Specialist",10745,3,4,5.5,2,168.3,21,14,0,3,2,45+,High,No,Yes
EMP-11325,41,Male,"Sales Executive",8544,4,3,7.7,3,155.7,16,13,0,3,2,36-45,Medium,No,Yes
EMP-11327,44,Male,"Data Scientist",9190,1,3,16.4,8,221.2,13,11,3,5,2,36-45,High,Yes,Yes
EMP-11334,40,Female,"Software Engineer",11515,4,3,9.2,7,184.9,16,12,6,3,2,36-45,High,No,Yes
EMP-11337,41,Female,Analyst,11993,2,4,21.3,7,160,18,18,5,3,2,36-45,High,No,Yes
EMP-11338,40,Female,Manager,7877,2,3,8.6,2,136.2,11,10,3,4,2,36-45,Medium,No,Yes
EMP-11341,38,Female,Analyst,7734,4,3,1.1,3,230.5,9,9,5,5,2,36-45,Medium,Yes,Yes
EMP-11344,32,Female,"Software Engineer",9570,1,3,9.1,7,120,10,8,0,2,2,26-35,High,No,Yes
EMP-11346,40,Male,"Sales Executive",11041,1,3,10.9,5,210.4,15,5,4,1,2,36-45,High,Yes,Yes
EMP-11359,43,Female,"Software Engineer",8668,3,3,6.5,7,144.8,17,12,2,2,2,36-45,Medium,No,Yes
EMP-11375,34,Male,Manager,7130,3,3,12.5,6,151.9,11,10,6,2,2,26-35,Medium,No,Yes
EMP-11382,39,Male,"HR Specialist",11206,4,3,17.2,5,179.8,18,15,6,3,2,36-45,High,No,Yes
EMP-11385,29,Male,"HR Specialist",7126,2,1,13.3,2,175.2,6,5,6,1,2,26-35,Medium,No,Yes
EMP-11386,37,Female,"Sales Executive",8710,3,3,10.4,4,134.5,16,11,4,1,2,36-45,Medium,No,Yes
EMP-11392,43,Female,"Software Engineer",7272,1,1,6.7,2,163.2,14,14,4,3,2,36-45,Medium,No,Yes
EMP-11409,46,Male,"Software Engineer",8351,4,3,9.8,6,145.6,16,13,1,3,2,45+,Medium,No,Yes
EMP-11415,31,Female,"Sales Executive",8242,3,2,1.5,4,215.2,9,6,2,4,2,26-35,Medium,Yes,Yes
EMP-11452,43,Female,"Data Scientist",6981,3,3,7.2,8,210.3,13,8,1,3,2,36-45,Medium,Yes,Yes
EMP-11462,42,Male,"Software Engineer",6766,3,3,10.3,2,152.4,18,10,0,1,2,36-45,Medium,No,Yes
EMP-11470,45,Male,Analyst,12836,4,2,9.8,7,163.6,15,15,3,3,2,36-45,High,No,Yes
EMP-11477,34,Male,"HR Specialist",5497,1,2,9.7,5,161.3,14,14,4,1,2,26-35,Medium,No,Yes
EMP-11479,41,Male,Manager,9417,1,3,5.7,8,153.8,20,16,6,3,2,36-45,High,No,Yes
EMP-11494,38,Male,"Software Engineer",8779,2,1,2.4,7,148.4,13,9,4,5,2,36-45,Medium,No,Yes
EMP-11495,38,Female,"Data Scientist",10241,3,2,9,7,229.5,13,6,0,4,2,36-45,High,Yes,Yes
EMP-11506,52,Female,"Sales Executive",11735,3,3,20.5,3,188.3,28,19,5,2,2,45+,High,No,Yes
EMP-11510,40,Female,"Software Engineer",8509,3,2,13.3,2,154.5,12,11,6,3,2,36-45,Medium,No,Yes
EMP-11523,34,Male,Analyst,9853,3,2,12.4,2,183.4,11,7,2,1,2,26-35,High,No,Yes
EMP-11525,42,Male,"Data Scientist",8627,2,4,1.3,6,171.8,12,12,2,1,2,36-45,Medium,No,Yes
EMP-11526,44,Male,"Software Engineer",11430,3,3,5.5,2,191.8,20,19,4,2,2,36-45,High,No,Yes
EMP-11527,40,Female,Manager,7787,3,3,3.8,6,179,18,18,1,1,2,36-45,Medium,No,Yes
EMP-11536,31,Male,Analyst,5578,2,3,6.2,5,194,8,8,6,2,2,26-35,Medium,No,Yes
EMP-11537,39,Male,"Software Engineer",9135,1,4,19.3,3,169.2,13,9,6,1,2,36-45,High,No,Yes
EMP-11539,33,Male,Analyst,9276,3,3,8.7,7,186.4,13,12,5,5,2,26-35,High,No,Yes
EMP-11563,47,Male,"Software Engineer",11317,3,2,14.2,6,183.2,21,8,2,3,2,45+,High,No,Yes
EMP-11573,47,Male,Manager,8030,4,3,3.4,8,167,24,21,0,4,2,45+,Medium,No,Yes
EMP-11577,39,Female,Manager,6471,4,2,5,4,215.9,18,16,3,3,2,36-45,Medium,Yes,Yes
EMP-11579,42,Female,Manager,10784,3,2,26.1,2,154.3,21,11,4,2,2,36-45,High,No,Yes
EMP-11585,42,Female,Analyst,10921,3,2,6.7,8,131.3,19,11,6,3,2,36-45,High,No,Yes
EMP-11591,44,Male,Analyst,12022,3,2,2.9,5,171.8,16,9,1,3,2,36-45,High,No,Yes
EMP-11597,49,Male,"Software Engineer",9313,2,3,10.7,8,213.5,7,7,5,3,2,45+,High,Yes,Yes
EMP-11603,28,Male,"HR Specialist",7220,3,1,16.4,4,180.1,5,5,5,2,2,26-35,Medium,No,Yes
EMP-11612,51,Female,"Sales Executive",10110,3,2,23.4,5,217,10,6,1,3,2,45+,High,Yes,Yes
EMP-11614,47,Male,"Software Engineer",8227,3,1,4.9,5,164.5,14,8,6,3,2,45+,Medium,No,Yes
EMP-11623,53,Male,"Software Engineer",13462,2,2,20.6,2,172.7,26,20,6,2,2,45+,High,No,Yes
EMP-11626,41,Female,Manager,7647,4,2,20.9,7,189.2,19,19,6,4,2,36-45,Medium,No,Yes
EMP-11629,32,Male,Manager,7466,1,1,8.2,3,165.1,11,2,3,3,2,26-35,Medium,No,No
EMP-11639,43,Male,"Software Engineer",11485,2,1,28.7,5,142.9,23,21,2,5,2,36-45,High,No,Yes
EMP-11643,42,Female,Analyst,6644,3,3,16.1,4,150.8,21,12,3,3,2,36-45,Medium,No,Yes
EMP-11644,34,Male,"Data Scientist",7161,2,3,9.3,8,176.6,11,9,2,3,2,26-35,Medium,No,Yes
EMP-11649,40,Male,"Software Engineer",9269,2,2,4.6,3,151.9,13,9,0,3,2,36-45,High,No,Yes
EMP-11650,52,Male,"Data Scientist",12765,3,3,9,3,147,31,23,5,4,2,45+,High,No,Yes
EMP-11660,34,Male,"Data Scientist",8456,3,2,14.8,3,202.1,8,7,3,5,2,26-35,Medium,Yes,Yes
EMP-11662,35,Male,"Software Engineer",8222,1,2,11.3,6,159,7,4,6,2,2,26-35,Medium,No,Yes
EMP-11671,34,Female,"Software Engineer",8326,3,3,6.6,8,189.3,13,11,1,3,2,26-35,Medium,No,Yes
EMP-11676,43,Male,Analyst,10396,2,3,15.4,2,181.4,7,7,6,4,2,36-45,High,No,Yes
EMP-11684,42,Male,"Software Engineer",7667,3,3,22.5,4,163.1,10,10,2,2,2,36-45,Medium,No,Yes
EMP-11687,35,Female,Manager,6134,3,3,42.9,7,171.6,10,8,4,4,2,26-35,Medium,No,Yes
EMP-11688,42,Female,"HR Specialist",9087,1,3,26.8,3,165,14,14,6,3,2,36-45,High,No,Yes
EMP-11714,41,Female,"HR Specialist",8561,3,1,23.8,2,213.4,10,4,3,2,2,36-45,Medium,Yes,Yes
EMP-11728,50,Female,"Sales Executive",12654,4,4,7,5,191.3,23,20,2,3,2,45+,High,No,Yes
EMP-11738,46,Male,"Software Engineer",11759,2,3,1,3,143.6,22,14,4,1,2,45+,High,No,Yes
EMP-11739,38,Male,"Software Engineer",8030,3,1,14.6,5,141.9,14,12,2,2,2,36-45,Medium,No,Yes
EMP-11746,49,Male,Manager,10724,2,3,3.4,5,185.3,23,23,4,2,2,45+,High,No,Yes
EMP-11753,40,Female,"Software Engineer",6783,2,2,7.2,7,169.3,16,6,1,5,2,36-45,Medium,No,Yes
EMP-11756,38,Female,"Data Scientist",11308,3,1,11.1,4,184.5,13,12,3,4,2,36-45,High,No,Yes
EMP-11768,39,Female,"Sales Executive",8774,3,2,19.8,4,174,13,7,1,2,2,36-45,Medium,No,Yes
EMP-11771,45,Male,Manager,9460,1,2,31.2,8,167.6,5,3,1,4,2,36-45,High,No,Yes
EMP-11774,50,Female,"Data Scientist",12089,3,2,8,8,211.3,27,24,5,2,2,45+,High,Yes,Yes
EMP-11784,36,Male,Analyst,7337,2,3,14.2,7,181.1,13,11,0,1,2,36-45,Medium,No,Yes
EMP-11787,34,Female,Analyst,7962,1,3,17.2,5,169.8,14,14,5,1,2,26-35,Medium,No,Yes
EMP-11788,40,Female,Analyst,8497,2,2,24.6,3,174.6,9,9,4,3,2,36-45,Medium,No,Yes
EMP-11795,41,Male,"Data Scientist",10059,4,4,1.5,3,184.5,20,18,4,4,2,36-45,High,No,Yes
EMP-11803,45,Male,"Data Scientist",7697,2,3,15.6,7,186.3,8,7,4,1,2,36-45,Medium,No,Yes
EMP-11810,49,Male,"Sales Executive",12060,3,2,17.5,3,194.6,8,8,3,2,2,45+,High,No,Yes
EMP-11823,38,Male,Analyst,11063,3,2,10.5,3,195.3,12,7,5,3,2,36-45,High,No,Yes
EMP-11831,34,Male,"Data Scientist",5892,3,2,3.8,7,186.5,14,9,1,3,2,26-35,Medium,No,Yes
EMP-11832,43,Male,"Data Scientist",11070,3,2,6.8,8,180.2,21,14,2,3,2,36-45,High,No,Yes
EMP-11834,38,Female,"Data Scientist",6902,2,1,1.2,8,148.8,9,9,3,4,2,36-45,Medium,No,Yes
EMP-11857,42,Female,"Sales Executive",10177,1,2,2.1,6,177.5,20,18,4,3,2,36-45,High,No,Yes
EMP-11858,34,Female,Manager,7682,1,2,10.4,4,223.8,8,6,6,3,2,26-35,Medium,Yes,Yes
EMP-11863,46,Male,"HR Specialist",8861,2,2,18.6,4,190,22,11,5,5,2,45+,Medium,No,Yes
EMP-11877,34,Male,"HR Specialist",10767,1,1,16.3,6,188.1,9,9,2,5,2,26-35,High,No,Yes
EMP-11883,36,Female,"Software Engineer",5412,1,2,21.2,4,154,9,3,0,3,2,36-45,Medium,No,Yes
EMP-11887,48,Female,"Software Engineer",11848,4,1,13.8,7,179.2,22,18,1,3,2,45+,High,No,Yes
EMP-11890,36,Male,"Sales Executive",8273,3,2,8.1,7,203.4,9,8,0,2,2,36-45,Medium,Yes,Yes
EMP-11893,51,Female,"Software Engineer",11119,4,4,10.3,3,217.6,20,15,4,3,2,45+,High,Yes,Yes
EMP-11896,43,Female,"Sales Executive",9243,3,3,6.9,5,165.8,13,12,2,1,2,36-45,High,No,Yes
EMP-11900,40,Male,"Software Engineer",11578,4,1,18,6,132.1,18,10,5,3,2,36-45,High,No,Yes
EMP-11901,47,Female,"Sales Executive",9944,4,3,1,8,210.2,11,11,5,4,2,45+,High,Yes,Yes
EMP-11915,34,Female,Manager,8311,1,3,8.3,7,146.7,10,9,1,2,2,26-35,Medium,No,Yes
EMP-11931,37,Female,"Sales Executive",6468,3,4,20.5,2,215.8,9,9,3,4,2,36-45,Medium,Yes,Yes
EMP-11935,40,Female,"HR Specialist",7824,4,3,16.1,2,172.7,15,13,4,2,2,36-45,Medium,No,Yes
EMP-11939,28,Female,"Software Engineer",9002,1,4,9.8,7,156,8,7,3,2,2,26-35,High,No,Yes
EMP-11952,37,Male,"Software Engineer",6382,3,3,12,3,211.4,8,7,0,3,2,36-45,Medium,Yes,Yes
EMP-11960,42,Male,"Sales Executive",11438,1,1,10.1,4,157.5,20,7,0,3,2,36-45,High,No,Yes
EMP-11968,29,Female,"Software Engineer",8031,1,1,17.6,5,199.9,4,4,1,3,2,26-35,Medium,No,Yes
EMP-11969,44,Female,"Software Engineer",9126,3,2,8,7,183.6,15,10,5,2,2,36-45,High,No,Yes
EMP-11972,29,Female,"Software Engineer",10100,2,3,1.2,8,194.8,8,8,0,5,2,26-35,High,No,Yes
EMP-11995,37,Male,Manager,7164,2,3,27.5,7,201,5,5,4,5,2,36-45,Medium,Yes,Yes
EMP-12006,36,Female,"Sales Executive",7865,2,3,3.4,6,153.6,12,12,4,5,2,36-45,Medium,No,Yes
EMP-12022,37,Male,"HR Specialist",6290,3,4,4.9,6,231.3,13,9,2,3,2,36-45,Medium,Yes,Yes
EMP-12029,47,Female,Analyst,10583,3,3,6.1,4,193.7,17,11,5,3,2,45+,High,No,Yes
EMP-12030,39,Male,"HR Specialist",8196,3,3,19.4,7,170,14,9,4,3,2,36-45,Medium,No,Yes
EMP-12050,44,Female,"Sales Executive",11762,2,4,5.9,4,171.3,20,16,5,3,2,36-45,High,No,Yes
EMP-12051,40,Female,"HR Specialist",6188,3,1,2,8,153.1,18,14,2,3,2,36-45,Medium,No,Yes
EMP-12068,45,Female,"HR Specialist",8948,3,1,20.3,4,155.6,17,17,1,3,2,36-45,Medium,No,Yes
EMP-12074,46,Female,Manager,11120,1,4,4.9,6,211.3,24,12,3,3,2,45+,High,Yes,Yes
EMP-12081,45,Female,Analyst,7857,2,1,5.5,7,185.4,22,19,1,2,2,36-45,Medium,No,Yes
EMP-12090,42,Male,Manager,10737,4,3,10,7,187.4,15,12,4,3,2,36-45,High,No,Yes
EMP-12095,40,Female,Manager,9277,3,2,2.6,2,209.4,17,9,4,4,2,36-45,High,Yes,Yes
EMP-12097,49,Male,"Data Scientist",11004,2,3,14,2,190.4,24,12,2,1,2,45+,High,No,Yes
EMP-12099,48,Male,Manager,8622,3,2,12.4,8,160.4,20,17,3,3,2,45+,Medium,No,Yes
EMP-12105,35,Female,Manager,7509,1,2,13.3,8,155.9,8,8,1,5,2,26-35,Medium,No,Yes
EMP-12114,42,Male,Manager,9033,2,1,22.4,6,213.7,19,5,0,5,2,36-45,High,Yes,Yes
EMP-12122,45,Female,"Sales Executive",9244,3,2,13.4,7,180.5,14,9,2,4,2,36-45,High,No,Yes
EMP-12123,39,Female,"Data Scientist",10967,4,4,16.3,7,203.9,18,12,6,3,2,36-45,High,Yes,Yes
EMP-12130,42,Female,"Data Scientist",9665,1,2,5.9,4,123.8,20,13,3,4,2,36-45,High,No,Yes
EMP-12133,48,Female,Manager,7834,4,3,28.4,6,180.4,12,12,3,1,2,45+,Medium,No,Yes
EMP-12134,42,Female,"Sales Executive",8073,2,2,9,6,211.7,12,12,2,5,2,36-45,Medium,Yes,Yes
EMP-12146,47,Female,"Data Scientist",8814,1,3,25.3,8,187.4,18,7,6,3,2,45+,Medium,No,Yes
EMP-12147,41,Female,"Data Scientist",6145,1,3,19.3,7,208.9,21,18,4,4,2,36-45,Medium,Yes,Yes
EMP-12152,48,Male,"Software Engineer",9844,2,1,11.3,7,171,21,5,5,3,2,45+,High,No,Yes
EMP-12158,42,Female,"Data Scientist",8959,3,2,9.6,2,123.6,17,10,4,5,2,36-45,Medium,No,Yes
EMP-12167,43,Male,Manager,8352,3,1,15,7,190.7,19,17,2,3,2,36-45,Medium,No,Yes
EMP-12218,44,Male,"Software Engineer",9094,3,2,22.2,3,137.3,21,11,2,3,2,36-45,High,No,Yes
EMP-12243,36,Male,Manager,10719,2,3,4.7,5,189.8,10,9,6,2,2,36-45,High,No,Yes
EMP-12246,30,Male,Analyst,8803,1,2,21.4,5,178.8,8,8,1,1,2,26-35,Medium,No,Yes
EMP-12266,50,Female,"Data Scientist",11781,2,3,3.5,5,190.2,15,13,0,3,2,45+,High,No,Yes
EMP-12267,34,Male,"Data Scientist",6369,4,2,4.8,2,186,9,9,2,2,2,26-35,Medium,No,Yes
EMP-12268,46,Male,"Sales Executive",10132,4,2,20,6,171.5,25,12,0,5,2,45+,High,No,Yes
EMP-12294,43,Male,"Software Engineer",9601,3,4,6.8,4,155.2,22,18,5,4,2,36-45,High,No,Yes
EMP-12298,35,Female,Manager,9186,3,3,19,7,200,14,10,4,1,2,26-35,High,No,Yes
EMP-12307,44,Male,"HR Specialist",9853,4,2,3.5,4,135.8,14,14,1,2,2,36-45,High,No,Yes
EMP-12309,42,Female,"Sales Executive",10779,4,1,28.3,6,213.2,10,10,3,2,2,36-45,High,Yes,Yes
EMP-12323,51,Male,"HR Specialist",9391,2,3,14.6,2,159.6,17,11,2,1,2,45+,High,No,Yes
EMP-12324,37,Female,"Software Engineer",10037,3,2,3.9,3,163.5,13,11,4,2,2,36-45,High,No,Yes
EMP-12328,50,Female,Analyst,8750,4,1,9.6,6,156.9,25,16,5,3,2,45+,Medium,No,Yes
EMP-12330,46,Male,"Data Scientist",11473,4,3,19.6,6,160.2,15,12,2,3,2,45+,High,No,Yes
EMP-12343,31,Male,"Data Scientist",5013,1,2,7.8,2,154.9,5,4,0,3,2,26-35,Medium,No,Yes
EMP-12346,36,Female,"Software Engineer",10244,4,3,20.9,8,196.1,11,10,2,4,2,36-45,High,No,Yes
EMP-12352,43,Male,"Software Engineer",9628,3,3,4.3,8,179.4,15,14,1,2,2,36-45,High,No,Yes
EMP-12357,41,Female,"Data Scientist",9498,3,3,2.2,7,187.2,19,19,3,3,2,36-45,High,No,Yes
EMP-12358,39,Female,"Software Engineer",6149,1,4,8.2,5,156.6,13,13,1,3,2,36-45,Medium,No,Yes
EMP-12366,35,Male,Analyst,6200,3,3,1.5,4,176.8,10,10,0,2,2,26-35,Medium,No,Yes
EMP-12385,41,Male,"Software Engineer",11823,3,3,12.4,8,149,17,12,5,2,2,36-45,High,No,Yes
EMP-12388,50,Female,"Data Scientist",12187,3,4,8.6,4,184.1,20,19,0,1,2,45+,High,No,Yes
EMP-12392,49,Female,"HR Specialist",9884,3,4,7.2,8,151.2,20,19,5,3,2,45+,High,No,Yes
EMP-12397,48,Male,Analyst,9954,3,2,20.2,2,210.9,26,20,4,4,2,45+,High,Yes,Yes
EMP-12398,43,Male,Manager,9414,2,2,12.7,7,175.3,18,16,3,4,2,36-45,High,No,Yes
EMP-12418,50,Female,"Data Scientist",10351,4,3,9.6,2,213.1,17,13,4,3,2,45+,High,Yes,Yes
EMP-12422,38,Female,"Data Scientist",8631,2,3,6.3,6,183.5,10,8,6,3,2,36-45,Medium,No,Yes
EMP-12427,44,Male,Manager,10492,2,3,1.3,6,120,16,12,0,3,2,36-45,High,No,Yes
EMP-12434,45,Male,"Sales Executive",11097,2,3,15.1,7,169.3,21,9,5,5,2,36-45,High,No,Yes
EMP-12441,42,Female,"Software Engineer",11062,3,4,7.9,7,163.6,22,17,2,3,2,36-45,High,No,Yes
EMP-12471,50,Female,"HR Specialist",12479,1,1,18,2,177,8,5,1,5,2,45+,High,No,Yes
EMP-12476,36,Female,Analyst,7376,1,2,2.3,6,120,11,6,3,3,2,36-45,Medium,No,Yes
EMP-12484,39,Male,"Software Engineer",8483,3,2,10.2,8,151.9,12,9,3,3,2,36-45,Medium,No,Yes
EMP-12485,37,Female,"Sales Executive",10460,1,2,6.1,8,156.9,7,6,0,3,2,36-45,High,No,Yes
EMP-12487,39,Male,"Data Scientist",8890,2,1,5.2,8,198.9,8,6,5,3,2,36-45,Medium,No,Yes
EMP-12488,42,Male,"Data Scientist",10691,2,2,20.1,7,172.6,8,7,1,2,2,36-45,High,No,Yes
EMP-12491,45,Male,"HR Specialist",9398,2,3,1.9,7,172.4,15,8,1,3,2,36-45,High,No,Yes
EMP-12508,41,Female,Analyst,8105,2,3,13.1,6,194.3,18,13,3,5,2,36-45,Medium,No,Yes
EMP-12520,35,Female,"Sales Executive",7537,2,1,2.9,7,157.7,6,5,1,2,2,26-35,Medium,No,Yes
EMP-12527,20,Female,"HR Specialist",4476,1,2,50,7,181.9,0,0,0,3,2,18-25,Low,No,No
EMP-12546,36,Male,"HR Specialist",8127,1,4,4.4,2,154.6,15,13,6,2,2,36-45,Medium,No,Yes
EMP-12552,44,Female,Analyst,11590,3,4,9.1,2,163.5,22,20,6,5,2,36-45,High,No,Yes
EMP-12553,47,Male,"HR Specialist",8907,3,2,13.6,5,187.4,24,10,6,3,2,45+,Medium,No,Yes
EMP-12558,36,Male,"Sales Executive",8487,1,3,10.6,4,160,14,10,3,3,2,36-45,Medium,No,Yes
EMP-12559,58,Female,"Sales Executive",11385,2,4,8,3,143.5,27,11,2,3,2,45+,High,No,Yes
EMP-12563,40,Female,"HR Specialist",8263,2,2,5.7,3,171.1,15,10,1,2,2,36-45,Medium,No,Yes
EMP-12574,41,Female,"Data Scientist",11479,4,3,12.7,3,138.7,15,14,5,2,2,36-45,High,No,Yes
EMP-12575,34,Male,"HR Specialist",6718,2,3,13.5,6,150.5,8,7,3,2,2,26-35,Medium,No,Yes
EMP-12576,31,Female,"Software Engineer",5541,1,1,13.8,5,158.4,10,9,2,5,2,26-35,Medium,No,Yes
EMP-12579,40,Male,"Software Engineer",8533,3,2,13.7,8,160.3,11,9,4,3,2,36-45,Medium,No,Yes
EMP-12585,49,Male,Analyst,10413,2,3,6.9,5,237.8,19,16,1,3,2,45+,High,Yes,Yes
EMP-12586,46,Male,"Data Scientist",9582,4,3,6.4,2,229.7,20,17,6,5,2,45+,High,Yes,Yes
EMP-12595,47,Male,"Data Scientist",8962,3,2,4,6,194,16,11,4,3,2,45+,Medium,No,Yes
EMP-12597,35,Male,Analyst,9508,3,2,21.4,2,169.1,12,11,3,3,2,26-35,High,No,Yes
EMP-12603,43,Female,"Software Engineer",7128,2,3,1.9,5,185.8,17,7,5,3,2,36-45,Medium,No,Yes
EMP-12627,55,Female,"Data Scientist",12608,1,1,5.6,4,158.6,21,16,1,3,2,45+,High,No,Yes
EMP-12633,36,Male,Analyst,6422,1,2,6,7,152.9,12,11,5,3,2,36-45,Medium,No,Yes
EMP-12636,40,Female,"Data Scientist",10508,4,3,2.8,3,150.7,16,14,1,4,2,36-45,High,No,Yes
EMP-12644,43,Male,"HR Specialist",10317,3,3,16.7,8,183.9,20,19,4,4,2,36-45,High,No,Yes
EMP-12658,46,Male,Manager,9360,4,4,7.3,2,214.5,15,15,2,2,2,45+,High,Yes,Yes
EMP-12678,42,Male,"Software Engineer",10429,3,3,12.2,3,194.4,18,15,3,3,2,36-45,High,No,Yes
EMP-12679,36,Female,"Data Scientist",10306,4,3,18.3,8,161.5,16,12,6,4,2,36-45,High,No,Yes
EMP-12684,27,Male,"Data Scientist",7504,1,2,9.9,2,208.6,5,5,0,3,2,26-35,Medium,Yes,Yes
EMP-12693,34,Male,Manager,10468,2,2,1.4,4,165.2,11,7,5,4,2,26-35,High,No,Yes
EMP-12698,51,Male,"Data Scientist",9636,2,3,5,8,216.7,17,14,6,3,2,45+,High,Yes,Yes
EMP-12707,35,Female,Manager,9712,3,1,10.9,7,182.4,12,6,2,3,2,26-35,High,No,Yes
EMP-12714,43,Female,Manager,7496,4,3,3.1,2,168.7,20,13,3,4,2,36-45,Medium,No,Yes
EMP-12722,30,Male,Manager,4538,1,1,3,6,183.9,4,3,4,4,2,26-35,Low,No,Yes
EMP-12725,40,Female,"HR Specialist",9210,2,1,11.4,4,187.7,16,5,4,3,2,36-45,High,No,Yes
EMP-12726,36,Male,"HR Specialist",7345,1,2,9.1,5,171.6,11,7,1,5,2,36-45,Medium,No,Yes
EMP-12728,41,Female,"HR Specialist",8586,2,3,17.7,5,193.9,16,14,5,4,2,36-45,Medium,No,Yes
EMP-12736,32,Female,"Data Scientist",7223,1,2,8.8,3,160.3,10,10,5,4,2,26-35,Medium,No,Yes
EMP-12737,43,Male,"HR Specialist",7005,2,3,17.6,5,181.9,10,10,2,1,2,36-45,Medium,No,Yes
EMP-12749,42,Male,Analyst,8182,3,3,7.2,7,196.4,14,8,3,2,2,36-45,Medium,No,Yes
EMP-12753,43,Male,Analyst,8177,4,3,11.4,4,139.1,20,16,4,3,2,36-45,Medium,No,Yes
EMP-12767,34,Female,Analyst,4279,3,1,3.9,6,198,12,11,0,2,2,26-35,Low,No,Yes
EMP-12770,41,Male,"Sales Executive",9603,3,2,5.2,4,202.7,10,9,3,4,2,36-45,High,Yes,Yes
EMP-12773,37,Female,"Sales Executive",9224,3,1,7.3,7,147.5,14,9,6,3,2,36-45,High,No,Yes
EMP-12784,36,Male,"Sales Executive",7702,1,2,22.7,5,174.4,7,4,1,4,2,36-45,Medium,No,Yes
EMP-12794,54,Female,"Sales Executive",9108,4,2,12.7,4,158,33,33,6,2,2,45+,High,No,Yes
EMP-12798,38,Male,"Sales Executive",9078,1,2,10.4,4,194.6,4,4,6,2,2,36-45,High,No,Yes
